team,season,game_date,points,is_home,goals_for,goals_against,cum_points,games_played,elimination_date,clinch_date,trade_deadline
CGY,20232024,2023-12-31,2,TRUE,4,3,35,36,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-02,2,FALSE,3,1,37,37,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-04,2,FALSE,6,3,39,38,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-06,0,FALSE,2,3,39,39,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-07,0,FALSE,3,4,39,40,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-09,2,TRUE,6,3,41,41,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-11,2,FALSE,6,2,43,42,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-13,2,FALSE,3,1,45,43,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-16,2,TRUE,3,2,47,44,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-18,0,TRUE,3,4,47,45,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-20,0,TRUE,1,3,47,46,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-23,0,TRUE,3,4,47,47,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-25,0,TRUE,2,5,47,48,2024-03-28,NA,2024-03-08
CGY,20232024,2024-01-27,2,TRUE,1,0,49,49,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-06,2,FALSE,4,1,51,50,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-08,2,FALSE,5,3,53,51,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-10,2,FALSE,5,2,55,52,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-12,0,FALSE,0,2,55,53,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-15,0,TRUE,3,6,55,54,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-17,0,TRUE,0,5,55,55,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-19,2,TRUE,6,3,57,56,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-22,2,TRUE,3,2,59,57,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-24,2,FALSE,6,3,61,58,2024-03-28,NA,2024-03-08
CGY,20232024,2024-02-27,2,TRUE,4,2,63,59,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-02,2,TRUE,4,3,65,60,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-04,0,TRUE,2,4,65,61,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-07,2,FALSE,6,3,67,62,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-09,0,FALSE,1,5,67,63,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-10,0,FALSE,2,7,67,64,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-12,0,TRUE,2,6,67,65,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-14,2,TRUE,4,1,69,66,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-16,2,TRUE,5,2,71,67,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-18,0,TRUE,2,5,71,68,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-23,0,FALSE,2,4,71,69,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-24,0,TRUE,1,4,71,70,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-26,0,FALSE,1,3,71,71,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-28,0,FALSE,3,5,71,72,2024-03-28,NA,2024-03-08
CGY,20232024,2024-03-30,2,TRUE,4,2,73,73,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-02,0,TRUE,3,5,73,74,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-04,0,FALSE,2,5,73,75,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-06,0,TRUE,2,4,73,76,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-09,2,FALSE,3,2,75,77,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-11,0,FALSE,1,4,75,78,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-12,2,FALSE,6,3,77,79,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-14,2,TRUE,6,5,79,80,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-16,0,FALSE,1,4,79,81,2024-03-28,NA,2024-03-08
CGY,20232024,2024-04-18,2,TRUE,5,1,81,82,2024-03-28,NA,2024-03-08
CHI,20212022,2021-10-13,0,FALSE,2,4,0,1,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-15,1,FALSE,3,4,1,2,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-16,0,FALSE,2,5,1,3,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-19,0,TRUE,1,4,1,4,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-21,0,TRUE,1,4,1,5,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-24,0,TRUE,3,6,1,6,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-27,1,TRUE,2,3,2,7,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-29,0,FALSE,3,6,2,8,2022-03-10,NA,2022-03-21
CHI,20212022,2021-10-30,0,FALSE,0,1,2,9,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-01,2,TRUE,5,1,4,10,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-03,0,TRUE,3,4,4,11,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-05,0,FALSE,1,5,4,12,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-07,2,TRUE,2,1,6,13,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-09,2,TRUE,3,2,8,14,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-12,2,TRUE,2,1,10,15,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-17,2,FALSE,4,2,12,16,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-20,0,FALSE,2,5,12,17,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-21,2,FALSE,1,0,14,18,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-23,0,FALSE,2,5,14,19,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-26,2,TRUE,3,2,16,20,2022-03-10,NA,2022-03-21
CHI,20212022,2021-11-28,0,TRUE,0,2,16,21,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-02,2,FALSE,4,3,18,22,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-04,0,FALSE,2,3,18,23,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-05,2,FALSE,3,2,20,24,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-07,0,TRUE,2,6,20,25,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-09,2,FALSE,2,0,22,26,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-11,0,FALSE,4,5,22,27,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-15,2,TRUE,5,4,24,28,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-17,1,TRUE,2,3,25,29,2022-03-10,NA,2022-03-21
CHI,20212022,2021-12-18,1,FALSE,3,4,26,30,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-01,0,FALSE,1,6,26,31,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-02,0,TRUE,1,5,26,32,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-04,1,TRUE,3,4,27,33,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-06,0,FALSE,4,6,27,34,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-08,2,FALSE,2,1,29,35,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-11,2,FALSE,4,2,31,36,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-13,2,TRUE,3,2,33,37,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-15,2,TRUE,3,0,35,38,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-17,1,FALSE,2,3,36,39,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-21,0,TRUE,1,5,36,40,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-22,1,FALSE,3,4,37,41,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-24,0,FALSE,0,2,37,42,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-26,2,FALSE,8,5,39,43,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-28,0,TRUE,4,6,39,44,2022-03-10,NA,2022-03-21
CHI,20212022,2022-01-31,0,TRUE,1,3,39,45,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-02,0,TRUE,0,5,39,46,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-09,2,FALSE,4,1,41,47,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-12,0,FALSE,1,5,41,48,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-14,2,FALSE,3,1,43,49,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-17,0,TRUE,4,7,43,50,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-18,1,TRUE,0,1,44,51,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-20,0,TRUE,2,5,44,52,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-25,2,TRUE,8,5,46,53,2022-03-10,NA,2022-03-21
CHI,20212022,2022-02-27,0,TRUE,0,4,46,54,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-03,2,TRUE,4,3,48,55,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-05,0,FALSE,3,4,48,56,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-06,0,TRUE,3,6,48,57,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-08,2,TRUE,8,3,50,58,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-10,0,FALSE,3,4,50,59,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-12,2,FALSE,6,3,52,60,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-15,1,TRUE,1,2,53,61,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-19,0,FALSE,1,3,53,62,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-20,0,TRUE,4,6,53,63,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-23,2,FALSE,4,2,55,64,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-24,2,FALSE,4,3,57,65,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-26,1,FALSE,4,5,58,66,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-28,0,TRUE,5,6,58,67,2022-03-10,NA,2022-03-21
CHI,20212022,2022-03-31,0,FALSE,0,4,58,68,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-01,0,FALSE,2,5,58,69,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-03,1,TRUE,2,3,59,70,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-07,0,TRUE,0,2,59,71,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-10,0,TRUE,4,6,59,72,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-12,0,TRUE,2,5,59,73,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-14,2,TRUE,5,4,61,74,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-16,0,FALSE,3,4,61,75,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-18,0,TRUE,2,5,61,76,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-20,2,FALSE,4,3,63,77,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-21,0,FALSE,1,4,63,78,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-23,0,FALSE,1,4,63,79,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-25,2,TRUE,3,1,65,80,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-27,2,TRUE,4,3,67,81,2022-03-10,NA,2022-03-21
CHI,20212022,2022-04-29,1,FALSE,2,3,68,82,2022-03-10,NA,2022-03-21
CHI,20222023,2022-10-12,0,FALSE,2,5,0,1,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-13,0,FALSE,0,1,0,2,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-15,2,FALSE,5,2,2,3,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-21,2,TRUE,4,3,4,4,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-23,2,TRUE,5,4,6,5,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-25,2,TRUE,4,2,8,6,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-27,0,TRUE,5,6,8,7,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-29,1,FALSE,3,4,9,8,2023-02-28,NA,2023-03-03
CHI,20222023,2022-10-30,1,TRUE,3,4,10,9,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-01,0,TRUE,1,3,10,10,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-03,2,TRUE,2,1,12,11,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-05,0,FALSE,0,4,12,12,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-10,1,FALSE,1,2,13,13,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-12,2,FALSE,3,2,15,14,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-14,0,TRUE,0,3,15,15,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-16,0,TRUE,2,5,15,16,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-19,0,FALSE,1,6,15,17,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-20,0,TRUE,3,5,15,18,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-23,0,FALSE,4,6,15,19,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-25,1,TRUE,2,3,16,20,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-27,0,TRUE,2,7,16,21,2023-02-28,NA,2023-03-03
CHI,20222023,2022-11-30,0,TRUE,4,5,16,22,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-03,2,FALSE,5,2,18,23,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-04,0,FALSE,0,3,18,24,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-06,0,FALSE,0,3,18,25,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-09,0,TRUE,1,3,18,26,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-13,0,TRUE,3,7,18,27,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-15,0,TRUE,1,4,18,28,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-16,0,FALSE,1,4,18,29,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-18,0,TRUE,1,7,18,30,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-21,0,TRUE,2,4,18,31,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-23,2,TRUE,5,2,20,32,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-27,0,FALSE,0,3,20,33,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-29,0,FALSE,1,3,20,34,2023-02-28,NA,2023-03-03
CHI,20222023,2022-12-31,0,FALSE,1,4,20,35,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-01,0,TRUE,2,5,20,36,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-03,0,TRUE,1,4,20,37,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-06,2,TRUE,2,0,22,38,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-08,2,TRUE,4,3,24,39,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-12,2,TRUE,3,2,26,40,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-14,0,TRUE,5,8,26,41,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-17,2,TRUE,4,3,28,42,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-19,2,FALSE,4,1,30,43,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-21,2,FALSE,5,3,32,44,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-22,0,TRUE,1,2,32,45,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-24,0,FALSE,2,5,32,46,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-26,2,FALSE,5,1,34,47,2023-02-28,NA,2023-03-03
CHI,20222023,2023-01-28,0,FALSE,3,7,34,48,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-07,1,TRUE,2,3,35,49,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-10,2,TRUE,4,3,37,50,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-11,0,FALSE,1,4,37,51,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-14,0,FALSE,0,4,37,52,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-15,0,FALSE,2,5,37,53,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-17,2,FALSE,4,3,39,54,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-19,2,TRUE,5,3,41,55,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-21,2,TRUE,3,2,43,56,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-22,2,FALSE,4,3,45,57,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-25,2,FALSE,4,3,47,58,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-27,0,FALSE,2,4,47,59,2023-02-28,NA,2023-03-03
CHI,20222023,2023-02-28,0,FALSE,1,4,47,60,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-02,0,TRUE,2,5,47,61,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-04,0,TRUE,1,3,47,62,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-06,2,TRUE,5,0,49,63,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-08,0,FALSE,3,4,49,64,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-10,1,FALSE,3,4,50,65,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-11,0,FALSE,1,3,50,66,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-14,2,TRUE,6,3,52,67,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-16,2,FALSE,2,1,54,68,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-18,0,FALSE,2,4,54,69,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-20,0,FALSE,0,5,54,70,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-23,0,FALSE,1,6,54,71,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-25,0,FALSE,1,3,54,72,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-26,0,TRUE,2,4,54,73,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-28,0,TRUE,1,4,54,74,2023-02-28,NA,2023-03-03
CHI,20222023,2023-03-30,0,TRUE,3,5,54,75,2023-02-28,NA,2023-03-03
CHI,20222023,2023-04-01,0,TRUE,3,6,54,76,2023-02-28,NA,2023-03-03
CHI,20222023,2023-04-04,2,FALSE,4,3,56,77,2023-02-28,NA,2023-03-03
CHI,20222023,2023-04-06,0,FALSE,0,3,56,78,2023-02-28,NA,2023-03-03
CHI,20222023,2023-04-08,0,FALSE,3,7,56,79,2023-02-28,NA,2023-03-03
CHI,20222023,2023-04-10,0,TRUE,2,4,56,80,2023-02-28,NA,2023-03-03
CHI,20222023,2023-04-11,2,FALSE,5,2,58,81,2023-02-28,NA,2023-03-03
CHI,20222023,2023-04-13,1,TRUE,4,5,59,82,2023-02-28,NA,2023-03-03
CHI,20232024,2023-10-10,2,FALSE,4,2,2,1,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-11,0,FALSE,1,3,2,2,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-14,0,FALSE,2,3,2,3,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-16,2,FALSE,4,1,4,4,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-19,0,FALSE,0,4,4,5,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-21,0,TRUE,3,5,4,6,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-24,0,TRUE,0,3,4,7,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-27,2,FALSE,4,3,6,8,2024-02-09,NA,2024-03-08
CHI,20232024,2023-10-30,0,FALSE,1,8,6,9,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-04,2,TRUE,5,2,8,10,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-05,0,TRUE,2,4,8,11,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-09,2,FALSE,5,3,10,12,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-12,0,FALSE,3,4,10,13,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-16,0,TRUE,2,4,10,14,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-18,0,FALSE,2,4,10,15,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-19,0,TRUE,2,3,10,16,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-22,0,FALSE,3,7,10,17,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-24,2,TRUE,4,3,12,18,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-26,0,TRUE,2,4,12,19,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-28,2,TRUE,4,3,14,20,2024-02-09,NA,2024-03-08
CHI,20232024,2023-11-30,0,FALSE,1,5,14,21,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-02,0,FALSE,1,3,14,22,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-03,0,FALSE,1,4,14,23,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-05,1,TRUE,3,4,15,24,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-07,2,TRUE,1,0,17,25,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-09,2,TRUE,3,1,19,26,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-10,0,TRUE,2,4,19,27,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-12,0,FALSE,1,4,19,28,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-14,0,FALSE,1,7,19,29,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-17,0,TRUE,3,4,19,30,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-19,2,TRUE,3,2,21,31,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-22,0,TRUE,2,5,21,32,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-23,0,FALSE,5,7,21,33,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-27,2,TRUE,2,1,23,34,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-29,1,FALSE,4,5,24,35,2024-02-09,NA,2024-03-08
CHI,20232024,2023-12-31,0,FALSE,1,8,24,36,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-02,0,FALSE,0,3,24,37,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-04,0,FALSE,1,4,24,38,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-05,0,FALSE,2,4,24,39,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-07,2,TRUE,4,3,26,40,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-09,0,TRUE,1,2,26,41,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-11,0,FALSE,1,2,26,42,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-13,0,TRUE,1,3,26,43,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-16,2,TRUE,2,1,28,44,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-18,0,FALSE,0,3,28,45,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-19,2,TRUE,4,3,30,46,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-22,0,FALSE,0,2,30,47,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-24,0,FALSE,2,6,30,48,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-25,0,FALSE,0,3,30,49,2024-02-09,NA,2024-03-08
CHI,20232024,2024-01-27,0,FALSE,0,1,30,50,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-07,0,TRUE,1,2,30,51,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-09,1,TRUE,3,4,31,52,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-13,0,TRUE,2,4,31,53,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-15,0,TRUE,1,4,31,54,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-17,2,TRUE,3,2,33,55,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-19,0,FALSE,3,6,33,56,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-21,0,TRUE,1,3,33,57,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-23,1,TRUE,2,3,34,58,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-25,1,TRUE,2,3,35,59,2024-02-09,NA,2024-03-08
CHI,20232024,2024-02-29,0,TRUE,0,5,35,60,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-02,0,TRUE,2,5,35,61,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-04,0,FALSE,0,5,35,62,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-05,2,FALSE,5,2,37,63,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-09,0,FALSE,1,4,37,64,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-10,2,TRUE,7,4,39,65,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-12,2,TRUE,7,2,41,66,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-15,0,TRUE,0,5,41,67,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-17,2,TRUE,5,2,43,68,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-19,0,FALSE,2,6,43,69,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-21,0,FALSE,0,4,43,70,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-23,2,FALSE,5,4,45,71,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-26,2,TRUE,3,1,47,72,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-28,0,FALSE,0,2,47,73,2024-02-09,NA,2024-03-08
CHI,20232024,2024-03-30,2,FALSE,5,1,49,74,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-02,0,FALSE,1,2,49,75,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-06,2,TRUE,3,2,51,76,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-07,0,TRUE,0,4,51,77,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-10,0,FALSE,2,5,51,78,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-12,0,TRUE,1,5,51,79,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-14,0,TRUE,2,4,51,80,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-16,0,FALSE,1,3,51,81,2024-02-09,NA,2024-03-08
CHI,20232024,2024-04-18,1,FALSE,4,5,52,82,2024-02-09,NA,2024-03-08
COL,20212022,2021-10-13,2,TRUE,4,2,2,1,NA,2022-03-21,2022-03-21
COL,20212022,2021-10-16,0,TRUE,3,5,2,2,NA,2022-03-21,2022-03-21
COL,20212022,2021-10-19,0,FALSE,3,6,2,3,NA,2022-03-21,2022-03-21
